Period,Pressure,Speed,Temperature,Sound,Vibration
5316,104.88,96.5,87.8,78.58,161.16
5317,105.1,96.29,88.32,80.16,162.36
5318,106.19,96.25,88.8,82.13,165.33
5319,106.61,95.99,89.47,82.53,165.92
5320,106.82,95.56,89.91,83.53,169.48
5321,107.01,95.49,89.99,83.82,170.9
5322,107.37,95.44,91.42,86.14,176.33
5323,107.52,95.43,91.64,86.33,179.28
5324,108.48,95.15,92.51,88.51,181.24
5325,108.93,94.87,92.53,89.12,183.24
5326,100,100,80,60,120
5327,100.39,99.51,80.17,60.29,120.74
5328,100.92,99.42,81.06,60.52,121.35
5329,100.99,99.4,81.34,61.39,124.82
5330,101.02,99.32,81.42,61.42,131.81
5331,101.15,99.07,81.51,62.59,138.64
5332,101.19,98.58,81.76,62.91,142.63
5333,101.4,98.54,81.93,62.99,142.93
5334,101.63,98.38,82.12,63.59,146.08
5335,103.14,98.36,82.22,67.67,146.21
5336,103.78,98.13,82.75,67.76,146.72
5337,104.33,98.1,82.85,67.81,147.46
5338,104.52,98.06,83.05,69.64,149.36
5339,104.79,97.02,83.58,70.1,152.82
5340,105.17,96.87,84.47,70.47,153.61
5341,105.65,96.76,84.61,71.02,155.12
5342,107.15,96.66,84.96,71.6,157.16
5343,107.31,96.64,85.97,72.71,161.55
5344,107.34,96.14,86.22,73.58,163.04
5345,107.38,96.09,87.09,74.1,163.49
5346,107.92,96.02,87.31,74.81,166.06
5347,108.02,95.93,88.51,80,166.77
5348,108.15,95.74,90.67,80.22,167.07
5349,110.82,95.32,91.35,81.14,169.84
5350,100,100,80,60,120
5351,100.39,99.85,80.24,60.92,125.19
5352,100.46,99.53,80.72,61.14,125.25
5353,100.84,98.93,80.77,62.66,128.98
5354,101.45,98.85,81.1,63.64,129.54
5355,101.46,98.35,81.71,63.9,131.76
5356,101.5,98.22,82.3,65.07,135.29
5357,101.71,97.76,82.64,65.14,136.33
5358,102.07,96.41,83.52,65.9,136.4
5359,102.33,96.34,83.54,67.69,139.06
5360,102.86,96.33,83.89,67.73,140.66
5361,103.14,96.22,84.38,68.87,142.69
5362,103.2,95.85,84.76,69.46,144.04
5363,103.63,95.61,84.97,71.11,147.46
5364,103.71,95.36,85.61,73.44,153.55
5365,104.02,95.14,86.97,74.79,160.35
5366,104.28,94.53,87.1,75.56,161.31
5367,100,100,80,60,120
5368,100.05,99.98,80.29,60.6,127.17
5369,100.09,99.61,81.11,61.02,131.28
5370,100.97,99.5,81.36,61.07,132.98
5371,101.16,99.49,81.8,62.71,133.69
5372,101.2,99.43,82.27,63.19,140.08
5373,101.42,99.27,83.19,64.9,140.88
5374,102.21,98.8,83.21,65.03,143.32
5375,102.3,98.45,83.38,66.45,143.47
5376,102.45,98.21,83.82,68.33,148.04
5377,102.76,98.17,84.15,69.22,150.71
5378,102.78,97.79,85.19,70.07,153.62
5379,103.69,97.49,86.04,71,158.04
5380,104.5,97.44,87.38,71.19,159
5381,104.97,97.19,87.66,72.37,161.34
5382,105.2,96.31,88.42,72.57,161.43
5383,105.39,95.98,89.44,75.91,164.51
5384,105.39,95.98,90.04,77.76,166.33
5385,105.54,95.65,90.11,79.71,172.97
5386,105.64,95.48,90.81,79.86,173.25
5387,105.7,95.1,90.92,85.1,173.81
5388,106.31,95,91.68,85.64,176.08
5389,106.33,94.6,91.82,86.19,177.49
5390,100,100,80,60,120
5391,100.4,99.56,80.13,60.05,120.23
5392,100.41,99.33,80.2,60.49,121.29
5393,101.23,98.88,81.03,60.87,125.47
5394,101.28,98.52,81.56,64.33,128.21
5395,102.66,98.45,82.38,65.09,128.95
5396,103.15,98.26,82.4,68.42,130.26
5397,103.45,98.24,82.94,68.45,133.41
5398,103.66,98.19,83.03,68.64,134.42
5399,100,100,80,60,120
5400,100.26,99.96,80.73,60.05,120.23
5401,100.41,99.59,81.19,60.14,121.3
5402,100.61,99.58,82.29,63.66,123
5403,101.12,99.44,82.56,65.67,124.95
5404,101.24,99.14,82.96,66.02,134.2
5405,101.52,99.1,83.16,67.36,139.18
5406,102.18,99.03,83.48,67.38,146.52
5407,102.86,98.94,83.85,67.71,148.52
5408,102.93,98.85,87.1,69.85,148.52
5409,103.1,98.81,87.26,69.99,149.05
5410,104.2,98.33,87.79,70.94,149.45
5411,104.53,98.25,87.94,71.21,150.26
5412,104.6,98.21,87.96,72,150.84
5413,104.78,98,88.4,72.61,153.44
5414,105.09,97.92,88.67,73.08,161.42
5415,105.81,97.33,89.24,73.24,161.86
5416,106.8,96.89,89.44,73.71,164.47
5417,106.99,96.69,90.05,76.94,165.27
5418,107.03,96.61,90.4,77.17,167.92
5419,107.58,96.54,90.47,77.9,169.46
5420,108.02,95.41,90.87,78.17,169.74
5421,108.47,95.19,90.92,78.19,170.04
5422,108.54,95.16,91.11,78.45,176.38
5423,108.68,95.13,91.82,80.94,177.22
5424,109.33,94.98,93.67,81.66,180.91
5425,100,100,80,60,120
5426,100.42,99.93,80.02,60.27,122.38
5427,100.53,99.55,81.06,60.97,122.64
5428,100.9,99.31,82.18,62.02,126.55
5429,101.34,99.22,82.38,63.07,127.94
5430,101.59,98.51,82.63,63.4,129.5
5431,101.73,98.49,83.13,63.78,130.45
5432,101.93,98.27,83.15,64.9,133.69
5433,102.91,97.96,83.88,65.21,134.33
5434,104.24,97.86,84.04,65.99,136.02
5435,104.45,97.75,84.42,69.1,139.61
5436,104.54,97.3,84.74,69.55,141.07
5437,104.56,96.98,84.84,69.91,146.18
5438,104.76,96.95,85.18,70.47,147.33
5439,104.83,96.84,86.41,70.78,148.55
5440,104.86,96.82,86.67,70.84,148.71
5441,105.28,96.65,86.76,73.42,151.52
5442,106.22,96.53,87.93,73.43,153.97
5443,107.08,96.34,88.92,76.87,154.77
5444,107.42,96,88.96,77.68,155.35
5445,107.5,96,89.63,77.96,157.24
5446,107.62,95.91,89.78,80.55,160.58
5447,108.24,95.89,89.88,80.58,168.77
5448,108.25,95.83,90,81.92,169.5
5449,108.82,95.74,91.75,82.04,170.24
5450,109.43,95.27,92.27,85.06,170.54
5451,109.7,94.85,92.88,85.29,172.14
5452,100,100,80,60,120
5453,100.43,99.81,81.76,60.36,121.03
5454,100.66,99.69,82.42,61.76,127.93
5455,100.72,99.69,82.56,62.16,128.99
5456,100.88,99.65,82.66,63.91,129.73
5457,100.94,99.18,83.05,69.4,135.55
5458,101.03,99.18,83.06,70.31,139.04
5459,101.07,99.02,83.46,70.33,139.86
5460,101.61,98.99,83.46,71.15,146.47
5461,101.71,98.98,85.26,72.43,147.36
5462,101.83,98.66,86.38,72.78,149.9
5463,101.84,97.76,86.63,74.33,150.1
5464,102.34,96.99,86.75,74.57,155.28
5465,102.37,96.92,87.36,75.39,155.37
5466,103.16,96.9,87.91,76.59,157.39
5467,103.96,96.65,88.4,80.35,160.81
5468,104.2,96.28,88.81,81.21,162.02
5469,104.3,96.13,89.56,84.44,162.86
5470,104.36,96.07,90.24,86.62,166.64
5471,104.5,95.96,90.27,86.76,169.54
5472,100,100,80,60,120
5473,100.45,99.98,80.2,60.6,122.72
5474,100.72,99.58,80.71,60.88,127.41
5475,101.26,99.11,80.75,61.7,128.74
5476,101.31,98.89,81.51,65.18,134.37
5477,101.34,98.73,81.89,65.57,135.02
5478,101.94,98.24,81.92,67.31,135.84
5479,102.05,97.92,82.36,68.91,136.54
5480,102.13,97.9,82.51,70.19,141.15
5481,102.66,96.97,82.51,72.79,141.66
5482,102.97,96.3,84.15,75.09,145.92
5483,103.48,96.14,84.43,75.11,150.15
5484,104.2,95.92,84.65,75.93,150.75
5485,104.22,95.46,84.65,79.29,151.53
5486,104.89,95.38,85.01,83,152.44
5487,104.92,95.24,85.76,83.48,157.12
5488,105.13,95.06,85.92,83.49,159.06
5489,105.55,95.06,86.39,84.9,161.06
5490,105.94,95.03,88.98,85.21,165.55
5491,106.58,94.55,89.49,87.84,166.45
5492,100,100,80,60,120
5493,100.26,99.97,80.24,61.5,126.6
5494,101.16,99.31,80.51,61.92,126.63
5495,101.3,99.16,80.93,62.86,129.39
5496,101.38,98.93,81.29,63.33,129.81
5497,101.46,98.76,81.38,64.36,135.03
5498,102.86,98.76,82.19,64.7,139.77
5499,103.22,98.73,82.27,65.77,139.96
5500,103.63,98.58,82.44,67.1,145.12
5501,103.71,98.52,82.49,70.59,153.85
5502,103.76,98.04,82.94,71.16,158.92
5503,103.92,97.92,83.12,73.11,159.55
5504,103.98,97.79,83.18,73.63,159.57
5505,104.32,97.52,83.24,73.86,162.38
5506,104.36,97.51,83.62,78.77,163.19
5507,104.74,97.47,83.93,81,165.03
5508,104.89,97.45,84.22,81.37,171.5
5509,105.01,97.29,84.33,83.51,171.94
5510,105.25,97.26,84.63,83.83,174.46
5511,105.8,97.22,85.16,83.98,174.62
5512,106.06,96.66,85.77,84.55,174.87
5513,106.09,96.24,86.38,85.34,174.96
5514,106.57,96.11,87.14,87.93,178.67
5515,106.66,95.51,87.87,91.08,180.69
5516,106.76,95.37,88.67,93.82,184.21
5517,107.06,94.89,89.19,94.51,186.31
5518,100,100,80,60,120
5519,100.3,99.88,80.1,61.05,123.97
5520,100.39,99.47,80.1,66.32,127.83
5521,100.55,99.34,80.25,66.87,130.04
5522,100.77,99.01,80.55,67.32,135.09
5523,101.64,98.99,80.88,67.8,136.71
5524,101.67,98.54,81.29,67.95,147.84
5525,102.04,98.49,81.75,68.92,150.43
5526,102.27,98.47,81.76,69.28,151
5527,102.45,98.44,81.99,69.41,151.23
5528,103.52,98.23,82.3,71.02,151.86
5529,103.76,97.99,83.03,71.91,152.74
5530,103.93,97.43,83.24,72.54,155.01
5531,104.06,97.23,83.36,72.63,156.74
5532,104.2,96.62,83.95,73.09,158
5533,105.38,96.22,84.26,76.31,158.34
5534,105.4,95.99,84.69,77.22,160.6
5535,105.55,95.96,84.72,78.15,160.76
5536,106.14,95.91,84.82,79.15,163.1
5537,106.7,95.59,85.44,79.62,164.74
5538,106.81,95.36,86.36,80.24,169.62
5539,106.82,95.23,86.75,81.4,170.44
5540,107.37,95.11,86.82,82.84,170.82
5541,107.62,94.96,86.99,83.57,176.85
5542,100,100,80,60,120
5543,100.02,99.94,80.8,60.68,121.66
5544,100.24,99.88,81.22,61.51,132.64
5545,100.52,99.76,82.11,62.53,132.85
5546,100.84,99.54,82.58,63.04,133.37
5547,101.05,99.51,83.79,63.87,137.04
5548,101.06,99.27,85.18,63.99,139.37
5549,101.69,99.14,87.24,64.69,142.88
5550,101.8,98.77,87.61,64.85,143.07
5551,102,98.76,88.74,64.97,150.58
5552,102.25,98.68,89.1,66.95,158.69
5553,102.6,98.65,89.52,68.58,160.04
5554,102.64,98.57,89.54,71.13,169.75
5555,103.12,98.5,89.68,72.91,169.87
5556,103.46,98.44,91.17,73.06,170.89
5557,103.92,98,91.94,74.52,175.24
5558,103.95,97.88,92.13,74.68,176.63
5559,104.58,97.82,92.91,76.69,184.17
5560,105.11,97.8,93.45,77.48,185.44
5561,105.52,97.47,95.93,77.85,186.91
5562,105.58,97.46,96.98,82.51,190.77
5563,106.09,96.78,97.51,86.69,191.86
5564,106.42,96.73,97.64,89.16,193.2
5565,107.13,96.65,97.68,90.73,194.92
5566,107.19,96.64,97.74,90.83,196.5
5567,107.76,96.46,98.28,92.41,198.8
5568,108.35,95.99,99.48,92.78,201.7
5569,109.55,95.98,99.66,93.08,202
5570,110.01,95.64,100.21,93.35,203.81
5571,100,100,80,60,120
5572,100.13,99.68,80.77,61.04,120.57
5573,100.24,99.5,81.22,61.18,123.21
5574,100.7,98.96,81.61,61.24,125.57
5575,100.71,98.94,81.7,61.69,126.64
5576,100.8,98.82,81.92,63.77,127.16
5577,101.88,98.73,82.02,64.69,129.24
5578,102.04,98.64,82.04,65.55,130.55
5579,102.58,98.42,82.86,65.89,132.9
5580,102.84,98.34,83.11,66.96,142.33
5581,102.89,98.15,83.77,68.29,142.86
5582,103.31,98.1,85.53,69.19,143.83
5583,103.34,97.87,86.21,69.8,148.39
5584,103.38,97.69,86.44,70.85,148.91
5585,103.41,97.67,87.56,71.63,149.5
5586,103.45,97.42,88.26,71.93,153.76
5587,103.51,97.27,88.3,73.17,161.19
5588,103.57,96.87,88.52,80.33,162.23
5589,104.22,96.86,89.25,80.34,165.59
5590,104.66,96.4,90.36,81.52,166.44
5591,104.82,96.3,90.61,82.7,167.02
5592,105.42,96.16,91.18,82.9,167.52
5593,105.69,95.84,93.19,84.91,169.61
5594,105.76,95.56,93.38,85.05,170.79
5595,105.88,93.96,93.41,85.37,172.01
5596,100,100,80,60,120
5597,100.98,99.79,80.68,60.39,122.29
5598,103,99.75,80.98,61.44,122.95
5599,103.45,99.59,81.02,63.08,123.81
5600,103.48,99.27,81.15,66.6,132.2
5601,103.6,99.07,81.37,67.51,142.08
5602,103.61,98.9,81.48,68.49,142.3
5603,104.12,98.61,81.5,69.46,144.75
5604,104.54,98.59,82.22,69.88,148.11
5605,104.56,97.91,82.26,71.06,152.9
5606,105.39,97.36,82.33,71.4,157.86
5607,106.2,96.85,82.49,71.64,159.35
5608,106.96,96.85,82.72,73.19,160.68
5609,107.02,96.61,83.15,73.49,161.38
5610,107.38,96.53,84.13,75.8,162.13
5611,107.65,96.27,84.42,77.67,162.94
5612,107.8,96.24,84.71,78.38,165.49
5613,108.12,96.07,85.05,79.01,165.57
5614,108.19,96.06,85.35,79.43,166.23
5615,108.5,95.9,85.72,79.72,168.56
5616,108.72,94.83,87.54,82.08,177.49
5617,100,100,80,60,120
5618,100.08,99.79,81.94,60.01,121.08
5619,100.39,99.68,82.2,60.8,121.72
5620,100.39,99.14,82.6,61.11,122.37
5621,100.5,98.87,83.04,66.76,122.66
5622,100.59,98.74,83.7,67.93,124.34
5623,100.77,98.69,84.36,70.19,128.15
5624,101.52,98.64,84.41,70.21,129.59
5625,101.81,97.99,84.83,71.03,130.02
5626,102.21,97.45,85.1,71.05,132.45
5627,102.24,97.43,85.68,71.11,133.99
5628,102.54,97.42,86.56,71.12,135.21
5629,102.6,97.17,87.47,75.74,146.47
5630,102.77,97.15,87.56,77.14,148.08
5631,103.12,97.03,87.87,77.19,151.45
5632,103.17,96.45,88.17,78.21,154.98
5633,103.81,96.44,88.7,78.59,155.96
5634,104.12,95.6,90.23,79.25,155.99
5635,104.38,95.54,90.49,80.91,156.95
5636,104.82,95.47,90.74,81.29,158.9
5637,104.85,95.14,91.02,81.37,161.14
5638,104.9,95.14,91.07,82.3,161.72
5639,104.96,95.09,91.37,84.73,166.19
5640,105.13,94.81,91.65,85.61,170.47
5641,100,100,80,60,120
5642,100.03,99.97,80.02,60.4,126.32
5643,100.34,99.91,80.12,61.14,126.37
5644,100.64,99.84,81.41,61.53,128.59
5645,100.73,99.72,81.76,62.12,132.66
5646,101.62,99.31,82.73,62.36,138.44
5647,102.07,98.88,83.48,63.83,138.6
5648,102.3,98.86,83.62,63.96,144.7
5649,102.51,98.59,83.67,65.1,163.8
5650,102.74,98.41,83.71,65.14,168.22
5651,103.32,97.96,84.61,66.76,176.28
5652,103.5,97.53,85.33,67.44,184.29
5653,103.61,97.38,86.65,67.51,184.96
5654,103.83,96.87,87.41,73.1,186.89
5655,104.37,96.65,88.41,74.67,187.22
5656,104.76,96.62,88.48,75.27,189.68
5657,105.29,96.34,88.59,75.33,195.22
5658,106,96.29,89.61,75.65,196.48
5659,106.52,96.16,90.55,76.44,200.56
5660,106.77,96.14,90.55,76.8,201.57
5661,107.2,95.95,91.33,77.97,201.9
5662,107.67,95.92,92.11,79.48,204.43
5663,107.82,95.61,92.44,79.76,210.06
5664,107.88,95.31,92.46,82.4,211.65
5665,108.24,95.3,93.04,82.61,214.69
5666,108.56,95.21,93.85,82.91,218.73
5667,108.61,95.15,93.98,84.59,219.74
5668,108.63,94.87,94.09,85.57,221.07
5669,100,100,80,60,120
5670,100.49,99.63,80.02,60.37,121.97
5671,101.85,99.31,80.07,65.23,124.09
5672,101.92,98.84,80.93,66.38,124.43
5673,102.03,98.59,80.96,67.96,125.97
5674,102.06,98.35,81.15,68.42,126.61
5675,102.19,97.94,81.99,70.4,126.81
5676,102.74,97.82,82.15,71.6,129.08
5677,103.2,97.61,82.79,73.17,132.96
5678,103.25,97.45,83.36,73.55,142.4
5679,103.8,97.39,83.81,76.27,144.81
5680,104.04,97.05,83.97,76.83,145.49
5681,104.35,96.59,84.67,78.27,146.87
5682,104.73,96.05,85.44,78.3,146.89
5683,104.89,96,86.09,79.68,147.54
5684,105.02,95.81,86.45,79.83,152.98
5685,106.09,95.21,86.62,82.08,154.48
5686,108.27,95.02,88.29,82.19,155.02
5687,108.52,94.97,88.46,83.85,156.91
5688,100,100,80,60,120
5689,100.04,99.57,80.58,62.24,122.68
5690,100,100,80,60,120
5691,100.21,99.69,80.95,63.17,121.18
5692,101.05,99.57,81.37,63.39,126.67
5693,101.21,99.2,82.87,64.11,126.75
5694,101.74,98.93,83.41,66.95,127.9
5695,102.78,98.8,83.7,68.41,129.34
5696,103.06,98.62,84.97,68.59,129.44
5697,104.66,98.4,85.68,68.91,130.23
5698,105.27,98.35,86.59,69.07,134.69
5699,105.45,98.16,87.05,71.34,142.86
5700,105.49,98.12,87.06,71.48,143.32
5701,105.62,97.96,87.36,72.81,153.3
5702,105.67,97.86,87.87,74.56,153.83
5703,106.03,97.15,88.29,79.17,160.96
5704,107.31,96.96,90.05,79.67,163.34
5705,107.34,96.95,90.68,79.76,163.49
5706,107.77,96.87,91.35,80.25,165.08
5707,107.81,96.58,92.21,81.54,167.27
5708,107.82,96.51,94.12,81.77,169.32
5709,108.05,95.96,94.83,82.97,170.07
5710,108.15,95.75,95.02,85.57,178.51
5711,108.28,95.5,95.35,87.65,178.55
5712,108.47,95.48,95.49,87.83,179.72
5713,108.56,95.43,96.16,88.13,181.39
5714,109.09,95.37,96.46,88.15,184.09
5715,109.57,94.35,97.31,90.05,185.03
5716,100,100,80,60,120
5717,100.5,99.75,80.52,60.03,122.16
5718,100.59,99.71,80.61,61.08,125.35
5719,100.76,99.71,80.67,64.06,128.42
5720,100.77,98.82,80.87,64.65,132.62
5721,101.24,98.82,81.36,64.88,142.72
5722,101.6,98.11,81.75,66.34,146.43
5723,102.39,97.8,82.38,66.43,148.6
5724,102.95,97.57,82.73,67.07,154.66
5725,102.98,97.48,82.89,67.19,154.72
5726,103.29,97.06,82.91,67.53,156.42
5727,103.33,96.99,83.12,68.8,156.77
5728,103.76,96.93,83.14,69.06,158.29
5729,103.84,96.68,83.37,69.3,163.96
5730,104.08,95.79,83.46,70.12,167.32
5731,104.24,95.75,83.7,70.92,169.61
5732,104.93,95.14,84.7,71.31,173.64
5733,105.08,95.04,85.99,73.07,174.12
5734,105.22,94.84,86.07,74.22,175.56
5735,100,100,80,60,120
5736,100.14,99.95,80.45,64.76,120.41
5737,101.05,99.4,80.56,65.68,120.98
5738,101.36,99.24,80.57,65.95,123.61
5739,102.97,99.23,81.4,66.9,127.5
5740,103.62,98.86,81.78,68.58,128.67
5741,106.09,98.86,82.35,69.18,131.86
5742,106.96,98.79,83.24,71.18,135.99
5743,107.5,98.51,83.33,71.77,137.83
5744,107.53,98.36,84.35,73.67,144.11
5745,107.59,98.17,85.28,74.84,144.19
5746,107.62,97.81,87.43,74.88,144.73
5747,108.67,97.57,88.22,75.3,145.1
5748,108.69,97.23,88.96,75.85,145.24
5749,109.03,97.22,90.6,76.16,145.4
5750,109.13,97.17,90.73,76.94,147.67
5751,109.69,97.03,91.66,78.57,148.9
5752,110.3,96.89,91.9,80.83,149.17
5753,100,100,80,60,120
5754,100.22,99.88,81.31,60.34,120.57
5755,100.37,99.07,81.43,60.35,121
5756,100.9,98.91,82.45,62.24,121.7
5757,101.63,98.58,82.58,62.61,123.43
5758,101.76,98.4,82.61,64.92,126.39
5759,102.65,98.39,82.62,65.74,129.57
5760,103.01,97.59,82.67,66.24,131.47
5761,103.3,97.19,82.84,66.53,133.6
5762,104.64,96.86,82.93,67.64,133.67
5763,106.34,96.84,83.2,67.88,135.61
5764,106.36,96.55,83.82,69.24,141.25
5765,106.7,96.42,84.06,69.39,142.12
5766,107.25,96.22,84.38,72.14,143.65
5767,107.74,96.2,84.78,74.21,144.32
5768,107.75,96.03,85.16,75.85,145.3
5769,109.03,95.81,85.18,76.81,149.67
5770,109.76,95.3,85.32,76.85,150.47
5771,109.82,94.99,85.41,77.27,151.23
5772,100,100,80,60,120
5773,100.15,99.97,80.07,60.04,126.09
5774,100.19,99.74,80.59,62.92,130.7
5775,101.11,99.61,80.83,63.38,133.86
5776,101.13,99.46,84.7,64.87,143.94
5777,101.26,98.77,84.96,65.17,145.35
5778,101.66,98.77,85.08,65.73,150.49
5779,101.73,98.64,85.15,69.33,150.56
5780,102.08,98.58,85.24,70.51,152.94
5781,102.52,98.13,86.31,72.38,153.36
5782,102.66,98.12,87.66,72.96,161.19
5783,102.7,97.8,88.61,74.73,161.71
5784,102.87,96.81,89.08,75.31,164.13
5785,102.88,96.05,89.42,76.39,166.09
5786,103.22,95.91,89.46,78.26,169.51
5787,103.31,95.64,89.77,79.3,172.28
5788,103.53,95.47,90.22,81.16,180.74
5789,103.7,95.43,91.31,81.58,180.83
5790,103.73,95.41,92.28,82.28,181.16
5791,103.79,95.35,93.93,82.45,186.45
5792,104.11,94.84,95.2,84.05,186.78
5793,100,100,80,60,120
5794,100.24,99.28,80.69,60.74,123.35
5795,100.45,99.21,81.08,62.93,131.66
5796,100.57,99.14,81.11,63.6,134.92
5797,100.76,99.08,81.18,63.88,138.1
5798,101.37,98.75,81.62,64.67,138.96
5799,102.22,98.36,81.94,65.08,141.78
5800,102.3,98.03,81.95,66.99,146.04
5801,102.56,97.84,81.95,67.35,147.28
5802,103.84,97.62,82.14,70.12,147.29
5803,103.86,97.55,82.31,74.19,150.4
5804,103.86,97.12,83.3,76.18,150.89
5805,104.34,97.03,83.59,76.75,154.37
5806,104.7,96.98,83.94,77.28,159.5
5807,104.85,96.91,83.97,77.32,161.51
5808,105.08,96.57,84.14,77.94,166.15
5809,106.29,96.06,84.2,81.37,168.33
5810,106.85,96.02,84.49,81.85,170.57
5811,107.27,95.84,85.49,82.43,171.9
5812,107.34,95.81,87.23,84.42,177.84
5813,107.79,95.65,87.25,86.45,178.9
5814,108.44,95.51,88.52,89.34,180.45
5815,108.51,95.49,88.55,90.32,180.56
5816,108.75,94.84,89.96,90.53,181.71
5817,100,100,80,60,120
5818,100,99.9,80.1,61.35,120.33
5819,100.03,99.89,80.15,62.18,121.04
5820,100.23,99.58,80.42,62.84,122.07
5821,100.96,99.51,81.23,63.18,122.85
5822,101.15,99.51,81.6,63.34,122.89
5823,101.62,99.41,82.15,64.82,126.64
5824,101.96,99.39,82.81,64.91,127.3
5825,102.55,99.24,82.84,67.17,130.11
5826,102.82,99.21,83.43,68.77,131.74
5827,102.82,98.39,83.88,71.28,135
5828,103.45,97.91,84.59,71.37,136
5829,103.46,97.88,85.03,72.36,137.03
5830,103.48,97.38,85.12,73.23,138.53
5831,103.8,97.35,86.32,74.9,140.98
5832,104.16,97.17,86.56,74.9,149.28
5833,104.25,97,87.57,77.49,151.05
5834,104.26,96.27,87.83,77.89,154.36
5835,104.45,95.74,88.93,78.02,155.25
5836,105.3,95.73,88.98,80.67,162.29
5837,105.52,95.72,89.47,81.08,164.03
5838,105.62,95.69,89.72,81.78,174.86
5839,106.34,95.66,91.12,81.94,178.74
5840,106.73,95.26,92.11,82.42,180.35
5841,106.97,95.07,92.18,82.74,181.99
5842,108.72,95.05,92.32,83.15,185.03
5843,108.81,94.58,92.33,85.01,186.6
5844,100,100,80,60,120
5845,100.15,99.84,80.51,60.28,120.6
5846,100.26,99.8,80.88,61.21,122.92
5847,100.47,99.45,81.55,62.01,127.66
5848,100.6,98.8,82.03,64.73,128.72
5849,100.78,98.56,82.06,65.09,135.57
5850,101.55,98.3,82.46,66.43,141.09
5851,102.29,98.04,82.7,66.46,144.6
5852,102.31,97.86,83.36,66.71,145.6
5853,103.61,97.72,83.49,67.3,145.61
5854,104.25,97.71,83.96,67.95,145.81
5855,104.67,97.52,84.38,70.85,147.63
5856,104.84,97.48,85.06,71.62,147.99
5857,104.99,97.25,85.97,73.91,148.04
5858,105.38,97.09,86.2,74.54,148.31
5859,105.54,97,86.7,74.86,148.55
5860,105.68,96.61,88.37,76.83,150.82
5861,106.21,96.57,88.92,77.23,153.17
5862,106.48,96.22,89.42,77.31,160.6
5863,106.73,96.19,89.52,79.78,160.89
5864,107.37,96.1,89.61,79.85,162.58
5865,107.5,96.07,90.37,80.9,164.53
5866,107.55,96,91.25,82.37,165.81
5867,108,95.95,91.38,82.74,166.27
5868,108.44,95.78,91.94,84.32,168.55
5869,109.15,95.54,92.53,87.01,169.79
5870,100,100,80,60,120
5871,100.69,99.85,80.97,61.22,124.1
5872,100.88,99.8,81.28,61.42,124.15
5873,101.08,99.68,82.51,63.52,128.13
5874,101.29,99.6,83.6,64.67,128.76
5875,101.33,99.58,83.87,65.11,128.86
5876,101.47,99.48,83.93,65.81,129.58
5877,101.76,99.3,84.68,66.39,135.07
5878,102.65,98.92,85.54,67.23,137.92
5879,102.96,98.58,86.54,70.68,138.14
5880,103.28,98.22,86.62,71.18,138.78
5881,103.33,97.73,87.18,72.73,141.93
5882,103.86,97.59,87.35,72.9,144
5883,103.98,97.54,87.47,73.64,144.32
5884,104.25,96.87,87.81,74.09,145.93
5885,104.51,96.49,89.88,75.3,149.51
5886,104.74,96.04,90.55,77.81,150.37
5887,104.8,95.43,90.73,80.59,151.42
5888,105.42,95.29,91.11,82.8,156.52
5889,105.46,95.26,91.52,83.39,159.64
5890,105.76,94.51,91.55,84.28,160.55
5891,100,100,80,60,120
5892,100.56,99.98,80.29,62.86,120.53
5893,101.35,99.86,80.91,63.78,127.05
5894,101.36,99.8,81.89,63.99,127.28
5895,101.57,99.75,82.11,66.4,129.33
5896,102.16,99.13,82.91,66.41,131.81
5897,102.39,99.08,83.24,67.4,132.73
5898,102.4,99.06,84.22,67.43,137
5899,102.68,98.99,84.29,67.79,143.48
5900,103.11,98.86,85.62,67.81,144.12
5901,103.3,98.51,85.88,68.12,145.16
5902,104.09,98.38,86.24,68.64,146.56
5903,104.55,98.28,86.31,68.64,146.57
5904,105.12,98.16,86.43,69.35,148.26
5905,105.41,98,86.97,70.2,150.36
5906,105.84,97.88,87.89,71.91,154.1
5907,105.94,97.45,88.8,73.34,155.47
5908,106.34,97.41,89.93,74.53,157.38
5909,106.62,97.27,90.16,75.89,160.76
5910,106.92,97.22,90.48,76.88,161.99
5911,107.05,96.91,90.57,76.98,162.77
5912,107.93,96.8,90.72,77.51,162.84
5913,108.2,96.74,90.83,80.01,163.07
5914,108.99,96.35,91.98,81.05,165.06
5915,109.37,95.78,92.47,81.86,167.97
5916,109.6,95.76,93.28,82.6,174.44
5917,109.95,95.35,93.46,82.74,177.98
5918,110.05,95.08,95.38,82.75,184.92
5919,100,100,80,60,120
5920,100.34,99.76,80.08,60.22,127.6
5921,100.47,99.56,81.01,64.47,133.17
5922,100.59,99.38,81.27,64.99,133.46
5923,100.87,99.2,81.41,66.32,136.4
5924,100.89,99.17,82.02,67.13,136.47
5925,100.97,99.02,82.9,67.24,140.59
5926,100.97,99,83.31,67.44,140.61
5927,101.25,98.98,83.37,69.17,141
5928,101.83,98.84,83.41,70.33,143.04
5929,102.31,97.92,83.8,70.72,144.38
5930,102.39,97.9,84.38,71.97,144.44
5931,102.95,97.89,84.59,72.86,145.06
5932,103.18,97.46,86.58,73.06,146.2
5933,103.56,97.35,86.77,73.48,149.63
5934,103.78,97.22,87.13,74.86,151.31
5935,104.01,97.02,87.95,75.17,154.37
5936,104.38,96.95,88.25,75.42,154.59
5937,104.42,96.74,88.34,75.64,156.18
