Period,Failures,Pressure,Speed,Temperature,Sound,Vibration
5596,0,100,100,80,60,120
5597,0,100.98,99.79,80.68,60.39,122.29
5598,0,103,99.75,80.98,61.44,122.95
5599,0,103.45,99.59,81.02,63.08,123.81
5600,0,103.48,99.27,81.15,66.6,132.2
5601,0,103.6,99.07,81.37,67.51,142.08
5602,0,103.61,98.9,81.48,68.49,142.3
5603,0,104.12,98.61,81.5,69.46,144.75
5604,0,104.54,98.59,82.22,69.88,148.11
5605,0,104.56,97.91,82.26,71.06,152.9
5606,0,105.39,97.36,82.33,71.4,157.86
5607,0,106.2,96.85,82.49,71.64,159.35
5608,0,106.96,96.85,82.72,73.19,160.68
5609,0,107.02,96.61,83.15,73.49,161.38
5610,0,107.38,96.53,84.13,75.8,162.13
5611,0,107.65,96.27,84.42,77.67,162.94
5612,0,107.8,96.24,84.71,78.38,165.49
5613,0,108.12,96.07,85.05,79.01,165.57
5614,0,108.19,96.06,85.35,79.43,166.23
5615,0,108.5,95.9,85.72,79.72,168.56
5616,1,108.72,94.83,87.54,82.08,177.49
5617,0,100,100,80,60,120
5618,0,100.08,99.79,81.94,60.01,121.08
5619,0,100.39,99.68,82.2,60.8,121.72
5620,0,100.39,99.14,82.6,61.11,122.37
5621,0,100.5,98.87,83.04,66.76,122.66
5622,0,100.59,98.74,83.7,67.93,124.34
5623,0,100.77,98.69,84.36,70.19,128.15
5624,0,101.52,98.64,84.41,70.21,129.59
5625,0,101.81,97.99,84.83,71.03,130.02
5626,0,102.21,97.45,85.1,71.05,132.45
5627,0,102.24,97.43,85.68,71.11,133.99
5628,0,102.54,97.42,86.56,71.12,135.21
5629,0,102.6,97.17,87.47,75.74,146.47
5630,0,102.77,97.15,87.56,77.14,148.08
5631,0,103.12,97.03,87.87,77.19,151.45
5632,0,103.17,96.45,88.17,78.21,154.98
5633,0,103.81,96.44,88.7,78.59,155.96
5634,0,104.12,95.6,90.23,79.25,155.99
5635,0,104.38,95.54,90.49,80.91,156.95
5636,0,104.82,95.47,90.74,81.29,158.9
5637,0,104.85,95.14,91.02,81.37,161.14
5638,0,104.9,95.14,91.07,82.3,161.72
5639,0,104.96,95.09,91.37,84.73,166.19
5640,1,105.13,94.81,91.65,85.61,170.47
5641,0,100,100,80,60,120
5642,0,100.03,99.97,80.02,60.4,126.32
5643,0,100.34,99.91,80.12,61.14,126.37
5644,0,100.64,99.84,81.41,61.53,128.59
5645,0,100.73,99.72,81.76,62.12,132.66
5646,0,101.62,99.31,82.73,62.36,138.44
5647,0,102.07,98.88,83.48,63.83,138.6
5648,0,102.3,98.86,83.62,63.96,144.7
5649,0,102.51,98.59,83.67,65.1,163.8
5650,0,102.74,98.41,83.71,65.14,168.22
5651,0,103.32,97.96,84.61,66.76,176.28
5652,0,103.5,97.53,85.33,67.44,184.29
5653,0,103.61,97.38,86.65,67.51,184.96
5654,0,103.83,96.87,87.41,73.1,186.89
5655,0,104.37,96.65,88.41,74.67,187.22
5656,0,104.76,96.62,88.48,75.27,189.68
5657,0,105.29,96.34,88.59,75.33,195.22
5658,0,106,96.29,89.61,75.65,196.48
5659,0,106.52,96.16,90.55,76.44,200.56
5660,0,106.77,96.14,90.55,76.8,201.57
5661,0,107.2,95.95,91.33,77.97,201.9
5662,0,107.67,95.92,92.11,79.48,204.43
5663,0,107.82,95.61,92.44,79.76,210.06
5664,0,107.88,95.31,92.46,82.4,211.65
5665,0,108.24,95.3,93.04,82.61,214.69
5666,0,108.56,95.21,93.85,82.91,218.73
5667,0,108.61,95.15,93.98,84.59,219.74
5668,1,108.63,94.87,94.09,85.57,221.07
5669,0,100,100,80,60,120
5670,0,100.49,99.63,80.02,60.37,121.97
5671,0,101.85,99.31,80.07,65.23,124.09
5672,0,101.92,98.84,80.93,66.38,124.43
5673,0,102.03,98.59,80.96,67.96,125.97
5674,0,102.06,98.35,81.15,68.42,126.61
5675,0,102.19,97.94,81.99,70.4,126.81
5676,0,102.74,97.82,82.15,71.6,129.08
5677,0,103.2,97.61,82.79,73.17,132.96
5678,0,103.25,97.45,83.36,73.55,142.4
5679,0,103.8,97.39,83.81,76.27,144.81
5680,0,104.04,97.05,83.97,76.83,145.49
5681,0,104.35,96.59,84.67,78.27,146.87
5682,0,104.73,96.05,85.44,78.3,146.89
5683,0,104.89,96,86.09,79.68,147.54
5684,0,105.02,95.81,86.45,79.83,152.98
5685,0,106.09,95.21,86.62,82.08,154.48
5686,0,108.27,95.02,88.29,82.19,155.02
5687,1,108.52,94.97,88.46,83.85,156.91
5688,0,100,100,80,60,120
5689,1,100.04,99.57,80.58,62.24,122.68
5690,0,100,100,80,60,120
5691,0,100.21,99.69,80.95,63.17,121.18
5692,0,101.05,99.57,81.37,63.39,126.67
5693,0,101.21,99.2,82.87,64.11,126.75
5694,0,101.74,98.93,83.41,66.95,127.9
5695,0,102.78,98.8,83.7,68.41,129.34
5696,0,103.06,98.62,84.97,68.59,129.44
5697,0,104.66,98.4,85.68,68.91,130.23
5698,0,105.27,98.35,86.59,69.07,134.69
5699,0,105.45,98.16,87.05,71.34,142.86
5700,0,105.49,98.12,87.06,71.48,143.32
5701,0,105.62,97.96,87.36,72.81,153.3
5702,0,105.67,97.86,87.87,74.56,153.83
5703,0,106.03,97.15,88.29,79.17,160.96
5704,0,107.31,96.96,90.05,79.67,163.34
5705,0,107.34,96.95,90.68,79.76,163.49
5706,0,107.77,96.87,91.35,80.25,165.08
5707,0,107.81,96.58,92.21,81.54,167.27
5708,0,107.82,96.51,94.12,81.77,169.32
5709,0,108.05,95.96,94.83,82.97,170.07
5710,0,108.15,95.75,95.02,85.57,178.51
5711,0,108.28,95.5,95.35,87.65,178.55
5712,0,108.47,95.48,95.49,87.83,179.72
5713,0,108.56,95.43,96.16,88.13,181.39
5714,0,109.09,95.37,96.46,88.15,184.09
5715,1,109.57,94.35,97.31,90.05,185.03
5716,0,100,100,80,60,120
5717,0,100.5,99.75,80.52,60.03,122.16
5718,0,100.59,99.71,80.61,61.08,125.35
5719,0,100.76,99.71,80.67,64.06,128.42
5720,0,100.77,98.82,80.87,64.65,132.62
5721,0,101.24,98.82,81.36,64.88,142.72
5722,0,101.6,98.11,81.75,66.34,146.43
5723,0,102.39,97.8,82.38,66.43,148.6
5724,0,102.95,97.57,82.73,67.07,154.66
5725,0,102.98,97.48,82.89,67.19,154.72
5726,0,103.29,97.06,82.91,67.53,156.42
5727,0,103.33,96.99,83.12,68.8,156.77
5728,0,103.76,96.93,83.14,69.06,158.29
5729,0,103.84,96.68,83.37,69.3,163.96
5730,0,104.08,95.79,83.46,70.12,167.32
5731,0,104.24,95.75,83.7,70.92,169.61
5732,0,104.93,95.14,84.7,71.31,173.64
5733,0,105.08,95.04,85.99,73.07,174.12
5734,1,105.22,94.84,86.07,74.22,175.56
5735,0,100,100,80,60,120
5736,0,100.14,99.95,80.45,64.76,120.41
5737,0,101.05,99.4,80.56,65.68,120.98
5738,0,101.36,99.24,80.57,65.95,123.61
5739,0,102.97,99.23,81.4,66.9,127.5
5740,0,103.62,98.86,81.78,68.58,128.67
5741,0,106.09,98.86,82.35,69.18,131.86
5742,0,106.96,98.79,83.24,71.18,135.99
5743,0,107.5,98.51,83.33,71.77,137.83
5744,0,107.53,98.36,84.35,73.67,144.11
5745,0,107.59,98.17,85.28,74.84,144.19
5746,0,107.62,97.81,87.43,74.88,144.73
5747,0,108.67,97.57,88.22,75.3,145.1
5748,0,108.69,97.23,88.96,75.85,145.24
5749,0,109.03,97.22,90.6,76.16,145.4
5750,0,109.13,97.17,90.73,76.94,147.67
5751,0,109.69,97.03,91.66,78.57,148.9
5752,1,110.3,96.89,91.9,80.83,149.17
5753,0,100,100,80,60,120
5754,0,100.22,99.88,81.31,60.34,120.57
5755,0,100.37,99.07,81.43,60.35,121
5756,0,100.9,98.91,82.45,62.24,121.7
5757,0,101.63,98.58,82.58,62.61,123.43
5758,0,101.76,98.4,82.61,64.92,126.39
5759,0,102.65,98.39,82.62,65.74,129.57
5760,0,103.01,97.59,82.67,66.24,131.47
5761,0,103.3,97.19,82.84,66.53,133.6
5762,0,104.64,96.86,82.93,67.64,133.67
5763,0,106.34,96.84,83.2,67.88,135.61
5764,0,106.36,96.55,83.82,69.24,141.25
5765,0,106.7,96.42,84.06,69.39,142.12
5766,0,107.25,96.22,84.38,72.14,143.65
5767,0,107.74,96.2,84.78,74.21,144.32
5768,0,107.75,96.03,85.16,75.85,145.3
5769,0,109.03,95.81,85.18,76.81,149.67
5770,0,109.76,95.3,85.32,76.85,150.47
5771,1,109.82,94.99,85.41,77.27,151.23
5772,0,100,100,80,60,120
5773,0,100.15,99.97,80.07,60.04,126.09
5774,0,100.19,99.74,80.59,62.92,130.7
5775,0,101.11,99.61,80.83,63.38,133.86
5776,0,101.13,99.46,84.7,64.87,143.94
5777,0,101.26,98.77,84.96,65.17,145.35
5778,0,101.66,98.77,85.08,65.73,150.49
5779,0,101.73,98.64,85.15,69.33,150.56
5780,0,102.08,98.58,85.24,70.51,152.94
5781,0,102.52,98.13,86.31,72.38,153.36
5782,0,102.66,98.12,87.66,72.96,161.19
5783,0,102.7,97.8,88.61,74.73,161.71
5784,0,102.87,96.81,89.08,75.31,164.13
5785,0,102.88,96.05,89.42,76.39,166.09
5786,0,103.22,95.91,89.46,78.26,169.51
5787,0,103.31,95.64,89.77,79.3,172.28
5788,0,103.53,95.47,90.22,81.16,180.74
5789,0,103.7,95.43,91.31,81.58,180.83
5790,0,103.73,95.41,92.28,82.28,181.16
5791,0,103.79,95.35,93.93,82.45,186.45
5792,1,104.11,94.84,95.2,84.05,186.78
5793,0,100,100,80,60,120
5794,0,100.24,99.28,80.69,60.74,123.35
5795,0,100.45,99.21,81.08,62.93,131.66
5796,0,100.57,99.14,81.11,63.6,134.92
5797,0,100.76,99.08,81.18,63.88,138.1
5798,0,101.37,98.75,81.62,64.67,138.96
5799,0,102.22,98.36,81.94,65.08,141.78
5800,0,102.3,98.03,81.95,66.99,146.04
5801,0,102.56,97.84,81.95,67.35,147.28
5802,0,103.84,97.62,82.14,70.12,147.29
5803,0,103.86,97.55,82.31,74.19,150.4
5804,0,103.86,97.12,83.3,76.18,150.89
5805,0,104.34,97.03,83.59,76.75,154.37
5806,0,104.7,96.98,83.94,77.28,159.5
5807,0,104.85,96.91,83.97,77.32,161.51
5808,0,105.08,96.57,84.14,77.94,166.15
5809,0,106.29,96.06,84.2,81.37,168.33
5810,0,106.85,96.02,84.49,81.85,170.57
5811,0,107.27,95.84,85.49,82.43,171.9
5812,0,107.34,95.81,87.23,84.42,177.84
5813,0,107.79,95.65,87.25,86.45,178.9
5814,0,108.44,95.51,88.52,89.34,180.45
5815,0,108.51,95.49,88.55,90.32,180.56
5816,1,108.75,94.84,89.96,90.53,181.71
5817,0,100,100,80,60,120
5818,0,100,99.9,80.1,61.35,120.33
5819,0,100.03,99.89,80.15,62.18,121.04
5820,0,100.23,99.58,80.42,62.84,122.07
5821,0,100.96,99.51,81.23,63.18,122.85
5822,0,101.15,99.51,81.6,63.34,122.89
5823,0,101.62,99.41,82.15,64.82,126.64
5824,0,101.96,99.39,82.81,64.91,127.3
5825,0,102.55,99.24,82.84,67.17,130.11
5826,0,102.82,99.21,83.43,68.77,131.74
5827,0,102.82,98.39,83.88,71.28,135
5828,0,103.45,97.91,84.59,71.37,136
5829,0,103.46,97.88,85.03,72.36,137.03
5830,0,103.48,97.38,85.12,73.23,138.53
5831,0,103.8,97.35,86.32,74.9,140.98
5832,0,104.16,97.17,86.56,74.9,149.28
5833,0,104.25,97,87.57,77.49,151.05
5834,0,104.26,96.27,87.83,77.89,154.36
5835,0,104.45,95.74,88.93,78.02,155.25
5836,0,105.3,95.73,88.98,80.67,162.29
5837,0,105.52,95.72,89.47,81.08,164.03
5838,0,105.62,95.69,89.72,81.78,174.86
5839,0,106.34,95.66,91.12,81.94,178.74
5840,0,106.73,95.26,92.11,82.42,180.35
5841,0,106.97,95.07,92.18,82.74,181.99
5842,0,108.72,95.05,92.32,83.15,185.03
5843,1,108.81,94.58,92.33,85.01,186.6
5844,0,100,100,80,60,120
5845,0,100.15,99.84,80.51,60.28,120.6
5846,0,100.26,99.8,80.88,61.21,122.92
5847,0,100.47,99.45,81.55,62.01,127.66
5848,0,100.6,98.8,82.03,64.73,128.72
5849,0,100.78,98.56,82.06,65.09,135.57
5850,0,101.55,98.3,82.46,66.43,141.09
5851,0,102.29,98.04,82.7,66.46,144.6
5852,0,102.31,97.86,83.36,66.71,145.6
5853,0,103.61,97.72,83.49,67.3,145.61
5854,0,104.25,97.71,83.96,67.95,145.81
5855,0,104.67,97.52,84.38,70.85,147.63
5856,0,104.84,97.48,85.06,71.62,147.99
5857,0,104.99,97.25,85.97,73.91,148.04
5858,0,105.38,97.09,86.2,74.54,148.31
5859,0,105.54,97,86.7,74.86,148.55
5860,0,105.68,96.61,88.37,76.83,150.82
5861,0,106.21,96.57,88.92,77.23,153.17
5862,0,106.48,96.22,89.42,77.31,160.6
5863,0,106.73,96.19,89.52,79.78,160.89
5864,0,107.37,96.1,89.61,79.85,162.58
5865,0,107.5,96.07,90.37,80.9,164.53
5866,0,107.55,96,91.25,82.37,165.81
5867,0,108,95.95,91.38,82.74,166.27
5868,0,108.44,95.78,91.94,84.32,168.55
5869,1,109.15,95.54,92.53,87.01,169.79
5870,0,100,100,80,60,120
5871,0,100.69,99.85,80.97,61.22,124.1
5872,0,100.88,99.8,81.28,61.42,124.15
5873,0,101.08,99.68,82.51,63.52,128.13
5874,0,101.29,99.6,83.6,64.67,128.76
5875,0,101.33,99.58,83.87,65.11,128.86
5876,0,101.47,99.48,83.93,65.81,129.58
5877,0,101.76,99.3,84.68,66.39,135.07
5878,0,102.65,98.92,85.54,67.23,137.92
5879,0,102.96,98.58,86.54,70.68,138.14
5880,0,103.28,98.22,86.62,71.18,138.78
5881,0,103.33,97.73,87.18,72.73,141.93
5882,0,103.86,97.59,87.35,72.9,144
5883,0,103.98,97.54,87.47,73.64,144.32
5884,0,104.25,96.87,87.81,74.09,145.93
5885,0,104.51,96.49,89.88,75.3,149.51
5886,0,104.74,96.04,90.55,77.81,150.37
5887,0,104.8,95.43,90.73,80.59,151.42
5888,0,105.42,95.29,91.11,82.8,156.52
5889,0,105.46,95.26,91.52,83.39,159.64
5890,1,105.76,94.51,91.55,84.28,160.55
5891,0,100,100,80,60,120
5892,0,100.56,99.98,80.29,62.86,120.53
5893,0,101.35,99.86,80.91,63.78,127.05
5894,0,101.36,99.8,81.89,63.99,127.28
5895,0,101.57,99.75,82.11,66.4,129.33
5896,0,102.16,99.13,82.91,66.41,131.81
5897,0,102.39,99.08,83.24,67.4,132.73
5898,0,102.4,99.06,84.22,67.43,137
5899,0,102.68,98.99,84.29,67.79,143.48
5900,0,103.11,98.86,85.62,67.81,144.12
5901,0,103.3,98.51,85.88,68.12,145.16
5902,0,104.09,98.38,86.24,68.64,146.56
5903,0,104.55,98.28,86.31,68.64,146.57
5904,0,105.12,98.16,86.43,69.35,148.26
5905,0,105.41,98,86.97,70.2,150.36
5906,0,105.84,97.88,87.89,71.91,154.1
5907,0,105.94,97.45,88.8,73.34,155.47
5908,0,106.34,97.41,89.93,74.53,157.38
5909,0,106.62,97.27,90.16,75.89,160.76
5910,0,106.92,97.22,90.48,76.88,161.99
5911,0,107.05,96.91,90.57,76.98,162.77
5912,0,107.93,96.8,90.72,77.51,162.84
5913,0,108.2,96.74,90.83,80.01,163.07
5914,0,108.99,96.35,91.98,81.05,165.06
5915,0,109.37,95.78,92.47,81.86,167.97
5916,0,109.6,95.76,93.28,82.6,174.44
5917,0,109.95,95.35,93.46,82.74,177.98
5918,1,110.05,95.08,95.38,82.75,184.92
5919,0,100,100,80,60,120
5920,0,100.34,99.76,80.08,60.22,127.6
5921,0,100.47,99.56,81.01,64.47,133.17
5922,0,100.59,99.38,81.27,64.99,133.46
5923,0,100.87,99.2,81.41,66.32,136.4
5924,0,100.89,99.17,82.02,67.13,136.47
5925,0,100.97,99.02,82.9,67.24,140.59
5926,0,100.97,99,83.31,67.44,140.61
5927,0,101.25,98.98,83.37,69.17,141
5928,0,101.83,98.84,83.41,70.33,143.04
5929,0,102.31,97.92,83.8,70.72,144.38
5930,0,102.39,97.9,84.38,71.97,144.44
5931,0,102.95,97.89,84.59,72.86,145.06
5932,0,103.18,97.46,86.58,73.06,146.2
5933,0,103.56,97.35,86.77,73.48,149.63
5934,0,103.78,97.22,87.13,74.86,151.31
5935,0,104.01,97.02,87.95,75.17,154.37
5936,0,104.38,96.95,88.25,75.42,154.59
5937,0,104.42,96.74,88.34,75.64,156.18
5938,0,105.27,96.38,88.81,76.12,157.09
5939,0,105.62,96.01,89.93,76.28,160.42
5940,0,105.76,95.63,89.93,77.14,166.12
5941,0,106.18,95.27,90.46,78.62,166.13
5942,0,106.64,95.22,90.59,78.82,166.49
5943,1,107.17,94.75,91.4,80.57,169.2
5944,0,100,100,80,60,120
5945,0,100.04,99.82,80.19,60.19,123.67
5946,0,100.38,99.42,80.88,60.75,131.15
5947,0,100.72,99.36,81.09,60.87,131.49
5948,0,100.83,98.54,81.67,61.17,134.11
5949,1,101.17,98.39,82.53,62.16,134.5
5950,0,100,100,80,60,120
5951,0,100.09,99.86,80.39,60.97,121.49
5952,0,100.42,99.74,80.41,61.68,124.1
5953,0,100.72,99.56,80.55,62.79,125.05
5954,0,101.03,99.43,80.71,63.68,127.76
5955,0,101.64,99.38,80.79,63.82,128.8
5956,0,102.1,99.27,81.21,65.17,130.66
5957,0,102.36,98.91,81.93,67.68,130.89
5958,0,102.52,98.76,82.12,68.24,131.08
5959,0,103.06,98.57,82.22,68.6,131.45
5960,0,103.24,98.53,82.25,68.61,133.48
5961,0,103.95,98.41,84.21,68.89,136.62
5962,0,104.79,97.67,85.27,69.15,138.19
5963,0,104.8,97.28,85.41,70.15,139.5
5964,0,104.83,97.27,85.8,72.52,141.37
5965,0,105.17,97.11,89.15,74.32,144.46
5966,0,105.43,96.42,89.54,74.38,145.25
5967,0,106.35,96.21,91.36,74.62,150.8
5968,0,106.78,96.06,92.28,76.08,151.11
5969,0,107.06,95.95,92.47,78.67,156.74
5970,0,107.44,95.85,92.78,80.72,157.31
5971,0,107.75,95.66,93.31,81.27,164.09
5972,0,107.88,95.36,93.31,81.65,174.16
5973,1,108.27,94.95,94.93,82.44,176.61
5974,0,100,100,80,60,120
5975,0,100.11,99.7,80.65,61.94,120.17
5976,0,101.27,99.67,80.85,62,120.96
5977,0,101.29,99.57,80.98,67.53,121.25
5978,0,101.71,99.1,81.05,68.37,121.52
5979,0,101.77,99.08,82.17,68.89,122.77
5980,1,101.93,99.03,82.51,71.23,123.8
5981,0,100,100,80,60,120
5982,0,100.33,99.99,80.79,60.04,120.55
5983,0,100.39,99.61,80.83,62.18,124.08
5984,0,100.82,99.03,81.11,62.84,128.11
5985,0,101.43,98.94,82.39,63.87,132.4
5986,0,101.44,98.82,82.6,65.95,135.36
5987,0,101.57,98.45,82.96,66.46,135.52
5988,0,101.91,97.86,83.2,66.49,137.79
5989,0,102.1,97.75,83.53,69,142.36
5990,0,102.12,97.48,83.53,69.62,143.82
5991,0,102.44,97.34,83.54,70.09,143.92
5992,0,102.54,97.15,84.16,70.95,144.36
5993,0,102.94,97.05,84.93,72.62,146.83
5994,0,103.36,97.05,85.24,72.89,150.58
5995,0,103.39,96.96,85.66,79.02,151.04
5996,0,104.37,96.68,86.78,79.27,151.94
5997,0,104.73,96.48,87.37,79.78,152.58
5998,0,105.24,96.27,87.55,82.86,153.34
5999,0,105.28,96.26,88.03,83.03,159.09
6000,0,105.32,96.02,88.85,84.13,162.1
6001,0,105.44,96.01,89.66,85.92,169.95
6002,0,105.71,95.55,91.53,87.2,170.26
6003,0,105.78,95.18,92.09,88.81,170.48
6004,0,105.87,95.13,92.28,89.89,171.07
6005,0,106.19,95.09,93.59,90.47,171.33
6006,0,106.34,95.07,93.74,90.63,172.73
6007,1,107.36,94.58,94.76,90.78,173.21
6008,0,100,100,80,60,120
6009,0,101.3,99.9,81.28,61.81,120.42
6010,0,101.77,99.28,81.43,62.45,120.74
6011,0,101.88,99.16,81.54,63.63,120.99
6012,0,101.93,99.15,81.59,63.88,122.97
6013,0,102.9,99.05,83.78,63.93,124.51
6014,0,103.25,99.02,84.39,64.12,125.84
6015,0,103.33,98.72,85.33,64.14,127.04
6016,0,103.78,98.45,85.67,64.5,128.09
6017,0,104.14,97.91,85.99,66.81,130.14
6018,0,104.17,96.87,86.77,67.58,130.49
6019,0,104.31,96.52,86.95,67.74,130.68
6020,0,104.42,96.43,87.69,67.82,133.09
6021,0,104.53,96.4,88.17,68.18,139.01
6022,0,104.86,96.37,89.94,71.71,139.1
6023,0,105,96.01,90.03,73.14,139.12
6024,0,105.5,95.7,90.29,74.42,141
6025,0,105.68,95.3,90.46,75.92,142.97
6026,0,106.49,95.29,90.61,78.04,147.77
6027,0,106.61,95.15,92.04,80.03,148.96
6028,1,106.89,94.45,93.27,81.41,152.66
6029,0,100,100,80,60,120
6030,0,100.09,99.9,80.27,61.37,120.45
6031,0,100.1,99.87,80.61,61.4,122.99
6032,0,100.63,99.71,80.72,62.64,125.25
6033,0,103.3,99.58,81.89,63.01,127.11
6034,0,103.37,99.57,82.13,64.62,127.7
6035,0,104.07,99.21,82.5,66.02,128.97
6036,0,104.37,99.14,83.03,66.84,134.59
6037,0,104.43,98.76,83.51,66.94,138.09
6038,0,104.65,98.73,83.8,67.06,140.81
6039,0,105.18,98.61,83.85,67.92,141.06
6040,0,106.05,98.5,84.15,67.93,144.25
6041,0,106.52,98.48,85.14,68.79,161.32
6042,0,107.04,98.46,85.18,70.01,185.26
6043,0,107.19,98.43,85.38,70.01,189.92
6044,0,107.35,98.02,85.44,74.67,189.97
6045,0,107.78,97.81,85.59,75.18,190.61
6046,0,108.75,97.75,85.59,76.01,191.83
6047,0,108.8,97.73,85.96,76.78,194.18
6048,0,108.81,97.68,86.08,77.22,195.33
6049,0,109.06,97.23,86.84,77.74,199.1
6050,1,110.01,96.93,86.91,78.23,200.67
6051,0,100,100,80,60,120
6052,0,100.16,99.99,80.09,61.02,120.43
6053,0,100.25,99.84,81.79,61.07,122.53
6054,0,100.32,99.48,81.94,61.17,124.24
6055,0,100.34,98.88,82.23,61.74,127.18
6056,0,100.34,98.58,82.61,61.86,135.31
6057,0,100.57,98.47,83.6,63.01,137.28
6058,0,100.79,98.03,83.91,63.13,137.36
6059,0,101.12,97.71,84.25,63.41,138.86
6060,0,101.18,97.52,84.59,63.95,141.68
6061,0,102.01,97.25,85.14,64.73,143.61
6062,0,102.22,97.2,85.25,64.79,145.74
6063,0,102.27,97.13,85.54,66.17,146.21
6064,0,102.5,97.11,85.57,66.55,146.25
6065,0,102.64,97.08,85.94,66.94,148.56
6066,0,103.18,96.07,86.08,68.32,148.56
6067,0,103.28,95.89,86.17,69.24,149.29
6068,0,104.31,95.87,86.74,69.57,152.64
6069,0,104.41,95.27,87.08,70.3,154.78
6070,0,104.83,95.23,88.49,70.49,160.23
6071,0,104.95,95.21,89.48,70.53,163.43
6072,0,105.2,95.19,89.85,71.75,165.32
6073,1,105.21,94.12,90.21,72.54,168.06
6074,0,100,100,80,60,120
6075,0,100.15,99.98,80.36,61.3,120.58
6076,0,100.55,99.91,80.53,62.78,123.21
6077,0,101.41,99.87,80.88,63.58,124.15
6078,0,101.61,99.76,81.9,65.48,128.01
6079,0,101.95,99.76,82.21,66.79,128.85
6080,0,102.56,99.26,82.33,68.18,134.36
6081,0,103.93,98.73,83.01,68.75,139.82
6082,0,104.11,98.62,83.13,69.04,141.13
6083,0,104.98,98.36,83.41,69.8,142.63
6084,0,106.01,98.15,83.73,69.91,147.07
6085,0,106.08,98.02,83.8,70.24,150.42
6086,0,106.24,98.01,83.92,71.03,153.87
6087,0,106.32,96.45,85.93,71.76,155.86
6088,0,106.48,96.39,86.1,73.2,160.38
6089,0,106.78,96.38,86.32,73.45,165.89
6090,0,106.85,96.37,86.49,74.96,167.19
6091,0,106.94,96.2,87.86,75.36,168.49
6092,0,107.31,95.32,88.91,75.93,170.51
6093,0,107.38,95.1,89.05,76.58,172.01
6094,1,108.31,94.46,89.3,76.96,172.38
6095,0,100,100,80,60,120
6096,0,100.06,99.78,80.54,62.19,120.77
6097,0,100.09,99.76,81.61,62.59,125.58
6098,0,100.28,98.88,81.77,64.72,125.64
6099,0,101,98.49,82.51,65.81,129.75
6100,0,101.02,98.14,82.92,66.9,131.3
6101,0,101.44,97.83,83.6,67.31,133.49
6102,0,101.59,97.24,83.97,68.06,135.83
6103,0,101.69,96.84,84.03,69.47,142.37
6104,0,101.99,96.01,85.5,69.68,143.33
6105,0,102.18,95.98,86.1,70.62,143.97
6106,0,103.11,95.63,86.36,70.96,144.13
6107,0,103.43,95.44,86.52,71.62,144.23
6108,0,104.09,95.23,86.76,72.27,151.27
6109,0,104.61,95.14,87.13,73.37,156.9
6110,0,104.76,95.06,87.87,76.11,161.28
6111,0,104.94,95,88.1,80.52,162.49
6112,1,105.17,94.14,88.18,81.07,168.62
6113,0,100,100,80,60,120
6114,0,100.06,99.99,80.93,62.44,121.25
6115,1,100.27,98.97,81.65,63.65,121.84
6116,0,100,100,80,60,120
6117,0,100.17,99.97,80.32,60.14,121.81
6118,0,100.72,99.92,80.64,64.14,121.94
6119,0,100.98,99.62,80.78,65.74,125.62
6120,0,102.15,99.56,81.01,66.16,127.05
6121,0,102.67,99.55,81.32,66.42,130.91
6122,0,102.89,99.42,82.01,67.11,131.87
6123,0,102.95,99.19,83.36,68.23,133.26
6124,0,102.98,98.52,84.05,69.55,142.17
6125,0,103.34,98.38,84.49,69.7,143.24
6126,0,103.61,98.37,84.52,70.12,145.19
6127,0,103.87,98,84.64,71.04,146.03
6128,0,103.88,97.38,84.87,73.92,148.91
6129,0,103.88,97.2,85.08,74.09,150.09
6130,0,104.25,96.97,85.5,74.46,151.95
6131,0,104.36,96.85,85.54,77.68,158.97
6132,0,104.64,96.56,85.95,77.75,162.58
6133,0,105.1,96.27,86.05,77.86,167.79
6134,1,105.6,96.25,86.09,79.65,168.3
6135,0,100,100,80,60,120
6136,0,100.14,99.81,80.11,60.08,120.41
6137,0,100.62,99.47,80.63,60.46,120.5
6138,0,101.15,99.43,81.38,60.76,125.96
6139,0,101.86,99.2,81.82,61.27,126.98
6140,0,101.87,98.52,81.82,61.94,130.71
6141,0,102.17,98.41,82.12,62.46,135.62
6142,0,102.69,98.08,82.2,63.05,140.17
6143,0,103.32,98.03,82.21,63.35,144.84
6144,0,104.65,97.89,82.27,64.37,145.64
6145,0,104.82,97.57,82.57,64.46,148.75
6146,0,105.31,97.55,82.78,64.93,149.06
6147,0,105.58,96.42,83.76,66.04,149.21
6148,0,105.6,96.15,84.65,67.11,150.83
6149,0,105.66,96.03,84.87,67.26,152.19
6150,0,106.58,95.85,85.54,67.55,152.95
6151,0,106.71,95.41,86.03,69.6,154.48
6152,0,106.8,95.36,86.12,70.22,158.12
6153,0,106.88,95.14,86.47,72.07,159.75
6154,1,107.57,94.86,86.77,73.41,164.97
6155,0,100,100,80,60,120
6156,0,100.03,99.95,80.59,60.71,131.45
6157,0,100.16,99.8,80.67,60.8,131.86
6158,0,100.33,99.77,81.32,61.38,132.76
6159,0,100.82,99.68,83.28,61.76,136.19
6160,0,101.19,99.58,84.83,63.01,137.17
6161,0,101.48,99.53,84.88,64.1,137.52
6162,0,101.85,99.31,85.53,65.66,141.45
6163,0,102.88,99.17,86.1,68.77,142.71
6164,0,102.94,99.08,86.44,73.95,149.4
6165,0,103.18,99.06,88.3,75.61,159.76
6166,0,103.31,99.05,89.06,78.18,162.64
6167,0,103.8,98.32,89.28,79.26,164.99
