Period,Failures,Pressure,Speed,Temperature,Sound,Vibration
5156,0,101.37,95.52,81.24,67.1,129.97
5157,0,102.68,95.31,81.47,68.47,131.03
5158,0,103.26,95.18,81.66,68.56,131.85
5159,0,103.31,93.62,81.76,69.52,132.11
5160,0,103.39,93.58,81.89,70.14,133.72
5161,0,103.55,93.15,82.01,70.36,134.61
5162,0,103.7,92.92,82.47,70.78,138.33
5163,0,105.04,92.89,82.51,71.5,139.24
5164,0,105.25,92.22,82.55,74.84,139.36
5165,0,105.36,91.16,82.62,75.47,139.51
5166,1,106.31,89.78,82.73,76.06,140.52
5167,0,100,100,80,60,120
5168,0,101.17,97.56,80.24,60.46,120.43
5169,0,101.27,94.04,81.08,63.08,120.54
5170,0,101.82,92.51,81.28,63.69,121.07
5171,0,102.2,92.44,81.48,64.28,121.21
5172,0,102.46,90.23,81.94,68.97,121.48
5173,0,102.49,90.02,81.98,71.54,121.68
5174,1,102.57,87.96,82.4,73.62,122.47
5175,0,100,100,80,60,120
5176,0,101.87,99.79,80.11,60.7,124.16
5177,0,102.79,99.41,80.26,62.08,126.37
5178,0,103.1,99.38,80.27,66.68,127.59
5179,0,103.15,98.59,80.34,68.3,128.12
5180,0,103.28,96.84,81.26,68.39,129.45
5181,0,103.62,96.8,82.52,69.31,130.22
5182,0,103.77,96.78,82.59,70.63,132.24
5183,0,104.08,94.4,82.61,72.45,134.78
5184,0,104.09,94.19,82.65,73,135.01
5185,0,104.22,92.93,82.76,74.01,135.7
5186,0,104.85,92.56,83.25,74.5,135.79
5187,0,105.52,92.49,83.39,77.98,136.12
5188,0,105.77,92.43,83.88,81.53,136.49
5189,0,106.82,91.72,83.94,81.84,142.08
5190,0,107.36,90.76,84.05,82.08,142.1
5191,0,108.89,90.47,84.17,83.89,142.53
5192,1,109.35,89.86,84.18,85.63,142.93
5193,0,100,100,80,60,120
5194,0,100.19,99.97,80.39,60.46,122.49
5195,0,100.66,99.64,80.67,61.05,123.73
5196,0,101.86,97.83,80.83,61.39,124.06
5197,0,101.88,96.37,81.14,65.02,124.76
5198,0,102.11,95.38,81.43,65.2,126.12
5199,0,102.47,93.44,81.66,65.27,126.3
5200,0,102.75,90.22,81.67,66.68,127.73
5201,0,103.03,90.14,81.7,68.07,128.24
5202,1,103.09,89.8,81.79,69.52,129.38
5203,0,100,100,80,60,120
5204,0,100.63,99.9,80.17,60.45,120.25
5205,0,100.74,99.88,80.31,61.45,121.02
5206,0,100.97,97.22,80.45,61.73,123.17
5207,0,101.24,97.12,80.98,62.84,123.27
5208,0,101.89,96.36,81.08,63.06,124.2
5209,0,102.13,96.17,81.27,63.47,126.59
5210,0,103.27,96.01,81.49,64.14,128.58
5211,0,103.48,93.75,82.22,66.93,129.62
5212,0,103.97,93.63,82.79,71.81,129.62
5213,0,104.14,92.98,83.46,71.86,131.35
5214,0,104.25,92.89,83.98,75.74,132.2
5215,0,105.46,92.58,84.26,78.15,132.81
5216,0,105.73,92.12,84.27,78.22,134.17
5217,0,106.28,91.85,84.43,80.34,134.62
5218,0,106.85,90.72,84.65,81.82,135.2
5219,1,107.27,89.95,84.71,84.01,136.03
5220,0,100,100,80,60,120
5221,0,100.07,99.51,80,61.77,120
5222,0,100.15,98.98,80.04,62.72,120.09
5223,0,100.18,98.36,80.08,63.28,120.1
5224,0,100.38,98.07,80.22,63.86,121.96
5225,0,100.42,96.07,80.31,66.2,122.86
5226,0,101.41,94.23,80.96,69.31,124.58
5227,0,101.93,91.96,81.13,69.39,124.93
5228,0,102.11,91.24,81.24,70.12,127.02
5229,0,102.29,91.14,81.47,70.96,127.22
5230,0,102.4,90.71,81.58,71.13,128
5231,1,102.43,89.57,81.79,72.79,129.33
5232,0,100,100,80,60,120
5233,0,101.25,99.63,80.02,61.02,120.11
5234,0,101.46,99.02,80.27,61.45,121.96
5235,0,101.61,98.12,80.57,61.86,122.6
5236,0,102.49,97.19,80.71,65.67,123.92
5237,0,103.01,97.14,80.86,67.62,124.28
5238,0,103.19,96.44,81.07,72.19,125.78
5239,0,103.42,96.2,81.11,73.79,125.85
5240,0,103.48,95.91,81.45,76.25,126.15
5241,0,103.86,95.11,82.14,76.6,126.34
5242,0,103.87,94.41,82.2,78.56,127.05
5243,0,104.2,93.63,82.32,80.42,132.2
5244,0,104.53,93.56,82.66,82.79,133.1
5245,0,104.91,93.33,82.7,83.42,133.72
5246,0,105.54,92.96,83.1,84.4,134.66
5247,0,105.57,92.3,83.11,84.88,138.34
5248,0,105.66,92.02,83.2,85.34,139.04
5249,0,105.7,91.84,83.36,86.18,140.39
5250,0,105.71,90.35,83.44,86.36,140.5
5251,1,105.97,89.51,83.46,86.55,141.07
5252,0,100,100,80,60,120
5253,0,100.14,99.75,80.12,60.44,120.54
5254,0,100.36,99.59,80.12,63.35,121.33
5255,0,100.66,99.06,80.24,66.27,123.61
5256,0,100.94,98.97,80.36,69.7,127.15
5257,0,101.04,97.65,80.53,71.47,129.77
5258,0,101.04,97.2,80.57,76.29,130.67
5259,0,101.46,96.43,80.63,76.91,132.76
5260,0,101.67,95.51,81.21,77.71,134.43
5261,0,101.68,95.29,81.37,80.44,134.61
5262,0,101.79,94.78,81.44,80.46,135.62
5263,0,101.99,93.66,81.5,81.89,136.44
5264,0,102.17,93.44,81.8,81.93,141.64
5265,0,103.4,93.18,81.89,82.6,143.24
5266,0,103.86,90.72,82.06,83.63,143.26
5267,0,104.14,90.11,82.13,89.65,144.84
5268,1,104.38,88.37,82.24,89.97,145.67
5269,0,100,100,80,60,120
5270,0,100.17,99.31,80.23,61.14,120.16
5271,0,100.92,97.43,80.33,62.85,121.3
5272,0,101.14,96.41,80.37,62.97,121.3
5273,0,101.54,95.17,80.37,65.9,121.81
5274,0,101.84,93.91,80.61,67.68,121.86
5275,0,102.59,93.18,80.72,67.86,123.28
5276,0,103.22,91.59,80.8,68.06,124.42
5277,0,104.24,90.6,81.22,69.15,126
5278,1,104.35,87.57,81.51,69.61,126.02
5279,0,100,100,80,60,120
5280,0,100.1,99.88,80.01,60.36,120.16
5281,0,100.4,99.5,80.06,62.03,121.98
5282,0,100.96,99.15,80.44,65.09,122.93
5283,0,101.47,98.9,80.56,65.56,123.86
5284,0,101.58,97.45,80.57,66.05,125.23
5285,0,102.22,96.92,80.62,68.27,127.25
5286,0,102.27,96.3,81.05,68.69,127.49
5287,0,102.27,95.86,81.66,68.96,127.57
5288,0,102.55,94.59,81.8,70.46,128.75
5289,0,102.63,92.71,81.89,70.6,129.07
5290,0,102.7,92.55,81.91,72.47,129.82
5291,0,102.74,90.19,81.97,73.18,130.51
5292,0,103.03,90.14,82.03,74.09,135.64
5293,1,103.23,89.87,82.11,74.41,135.85
5294,0,100,100,80,60,120
5295,0,100.32,98.74,80.65,60.81,122.55
5296,0,100.63,98.02,80.66,67.29,127.64
5297,0,101.18,97.3,80.77,67.92,128.46
5298,0,101.24,96.64,80.81,70.07,129.7
5299,0,101.52,96.15,80.85,70.84,129.94
5300,0,102.63,96.1,80.91,72.56,129.95
5301,0,102.71,95.85,81.24,73.35,130.78
5302,0,102.82,95.69,81.36,78.37,132.74
5303,0,103.4,93.08,81.81,78.74,132.82
5304,0,103.53,92.04,81.93,81.66,132.91
5305,1,104.63,89.47,82.27,82.39,133.74
5306,0,100,100,80,60,120
5307,0,100.69,99.72,80.51,64.25,121.45
5308,0,100.88,99.38,80.59,64.3,122.65
5309,0,101.16,97.41,80.64,64.34,124.93
5310,0,102.02,97.27,80.98,65.38,125.36
5311,0,102.06,97.16,81.06,66.31,126.7
5312,0,103.43,95.88,81.12,66.49,128.13
5313,0,103.53,95.55,81.22,68.67,128.51
5314,0,103.79,95.38,81.38,70.14,128.77
5315,0,104.51,94.38,81.89,70.37,130.81
5316,0,104.8,93.98,81.97,73.54,131.29
5317,0,104.89,92.68,82.3,75.81,131.56
5318,0,105.12,92.57,82.35,76.73,131.7
5319,0,105.36,90.08,82.46,79.77,132.59
5320,1,105.83,89.83,82.64,80.46,132.6
5321,0,100,100,80,60,120
5322,0,100.17,99.16,80.31,60.6,120.77
5323,0,100.67,98.24,80.32,60.96,124.06
5324,0,100.83,97.72,80.35,62.74,124.84
5325,0,100.84,97.47,80.6,62.94,125.59
5326,0,101.04,96.9,80.6,63.17,127.88
5327,0,101.05,96.88,81.4,68.22,130.45
5328,0,101.31,96.71,81.49,69.17,134.39
5329,0,101.62,96.32,81.74,71.78,134.83
5330,0,102.03,95.1,81.83,73.13,136.08
5331,0,102.11,95.03,82.05,74.86,136.9
5332,0,102.34,94.44,82.15,75.92,137.64
5333,0,102.95,94.37,82.18,75.99,137.69
5334,1,102.98,94.23,82.73,79.93,137.77
5335,0,100,100,80,60,120
5336,0,100.14,96.97,80.2,60.15,122.59
5337,0,100.59,96.37,80.61,61.54,122.83
5338,0,100.69,94.18,81.58,62.33,124.34
5339,0,100.89,93.78,81.81,62.97,124.82
5340,0,100.95,92.44,81.85,64.02,125.96
5341,0,101.92,90.67,81.85,64.26,126.54
5342,0,101.96,90.04,81.88,65.19,129.12
5343,1,102.39,89.99,81.98,65.26,133.21
5344,0,100,100,80,60,120
5345,0,100.16,99.48,80.42,60.01,124.61
5346,0,100.19,99.41,80.47,60.5,124.71
5347,0,100.24,97.21,80.6,62.7,125.27
5348,0,100.39,96.44,80.62,63.11,125.31
5349,0,100.41,96.33,80.73,63.51,127.47
5350,0,101.4,96.22,80.87,67.42,127.89
5351,0,101.68,95.2,81.04,68.45,131.08
5352,0,102.35,95.17,81.1,69.61,132.69
5353,0,102.45,94.71,81.53,70.68,134.19
5354,0,102.69,93.97,81.81,71.47,135.07
5355,0,102.7,93.29,81.81,71.77,136.56
5356,0,103,93.06,81.87,72.67,140.66
5357,0,103.56,92.66,82.08,73.74,142.52
5358,0,103.78,92.32,82.13,75.81,145.22
5359,0,104.63,91.08,82.76,77.37,145.27
5360,0,105.48,91.06,82.8,77.8,148.32
5361,0,105.54,91.01,83.14,78.08,148.9
5362,0,105.6,90.14,83.48,80.43,149.96
5363,1,105.75,88.08,83.6,81.81,151.9
5364,0,100,100,80,60,120
5365,0,100.5,99.73,80.06,61.52,124.35
5366,0,100.62,98.81,80.13,65.37,124.44
5367,0,100.81,98.16,80.34,67.2,125.12
5368,0,101.22,97.72,80.61,68.76,125.92
5369,0,101.38,96.99,80.64,68.84,127.53
5370,0,101.82,95.91,80.91,68.99,127.85
5371,0,102.94,93.9,81.05,70.47,128.02
5372,0,103.24,92.22,81.22,72.15,129.46
5373,1,103.58,88.92,81.31,73.99,129.97
5374,0,100,100,80,60,120
5375,0,100.16,99.92,80.63,60.5,121.95
5376,0,100.23,99.81,80.71,60.53,123.35
5377,0,100.75,98.6,80.74,62.62,128.64
5378,0,100.93,96.84,80.86,65.66,129.05
5379,0,100.94,96.74,81.14,66.53,133.89
5380,0,101.11,96.44,81.43,67.41,134.98
5381,0,102.01,96.44,81.46,68.56,135.47
5382,0,102.42,94.04,81.91,68.8,135.74
5383,0,102.89,93.82,82.1,70.34,136.07
5384,0,103.12,92.18,82.53,71.11,138.57
5385,0,104.25,91.65,82.59,72.61,139.38
5386,0,104.44,91.12,82.59,75.9,139.63
5387,0,104.78,90.41,82.71,77.41,140.6
5388,1,104.96,88.51,82.8,78.12,142.36
5389,0,100,100,80,60,120
5390,0,100.23,99.18,80.04,60.07,120.67
5391,0,100.31,99.1,80.24,61.04,120.8
5392,0,100.58,97.11,80.53,62.7,121.38
5393,0,101.04,96.76,80.82,64.27,122.11
5394,0,101.16,96.32,81.32,64.6,122.36
5395,0,101.24,96.27,81.88,65.55,122.51
5396,0,101.43,96,82.15,66.24,123.06
5397,0,102.16,95.72,82.29,67.53,123.21
5398,0,102.73,95.6,82.41,67.57,124.48
5399,0,102.97,95.56,82.78,68.7,125.51
5400,0,103.06,95.38,83.04,69.33,125.9
5401,0,103.15,95.35,83.04,69.99,127.13
5402,0,103.83,95.24,83.47,71.41,127.95
5403,0,104.31,95.07,83.68,72.53,128.37
5404,0,104.53,94.1,83.77,73.26,131.91
5405,0,104.64,94.04,83.78,74.44,132.34
5406,0,104.81,92.39,84.11,74.47,133.39
5407,0,106.33,90.96,84.19,74.93,133.92
5408,1,106.53,88.91,84.32,75.57,134.73
5409,0,100,100,80,60,120
5410,0,100.08,99.98,80.47,60.19,120.46
5411,1,100.68,99.05,80.53,62.31,122.84
5412,0,100,100,80,60,120
5413,0,100.13,99.08,80.16,60.21,120.11
5414,0,100.88,98.8,80.33,60.72,121.18
5415,0,100.96,97.63,80.33,63.12,121.75
5416,0,101.01,96.77,80.54,65.72,125.65
5417,0,101.08,96.7,80.7,66.92,126.16
5418,0,101.09,96.38,80.93,68.77,128.69
5419,0,101.11,95.13,81.05,69.52,129.93
5420,0,101.23,93.86,81.33,69.59,132.18
5421,0,101.95,93.72,81.53,72.74,132.37
5422,0,102.01,93.21,81.56,73.32,133.06
5423,0,102.1,92.78,81.66,76.39,133.74
5424,0,102.18,92.52,81.96,79.69,136.53
5425,0,102.51,92.51,81.98,80.55,137.02
5426,0,102.54,92.3,82.29,82.59,139.58
5427,0,102.73,92.28,82.33,83.04,142.58
5428,0,103.15,91.7,82.36,83.25,143.55
5429,0,103.77,90.26,82.49,84.99,144.09
5430,1,103.8,89.85,82.5,85.79,145.39
5431,0,100,100,80,60,120
5432,0,100,98.76,80.2,61.73,122.15
5433,0,100.43,98.65,80.62,64.48,122.62
5434,0,100.87,98.18,80.83,66.15,122.81
5435,0,101.12,97.85,82.31,68.61,123.8
5436,0,101.76,95.98,82.35,69.58,124.45
5437,0,102.05,95.81,82.46,69.72,126.53
5438,0,102.11,95.17,82.72,70.45,126.71
5439,0,102.36,94.45,82.9,73.78,130.57
5440,0,102.76,92.83,82.98,73.84,132.47
5441,0,102.85,92.55,83.01,73.86,133.6
5442,0,103.02,91.33,83.13,77.4,135.09
5443,0,103.21,90.99,83.26,77.81,135.58
5444,0,103.63,90.76,83.85,77.82,136.71
5445,1,104.14,89.96,83.91,78.26,136.92
5446,0,100,100,80,60,120
5447,0,100.11,99.76,80.28,61.76,120.96
5448,0,100.18,99.69,80.34,62.95,121.34
5449,0,100.4,98.34,80.57,65.26,121.71
5450,0,100.77,96.92,80.81,66.05,122.37
5451,0,101.15,96.33,80.89,67.23,122.54
5452,0,101.56,95.78,81,67.95,122.85
5453,0,101.72,95.67,81.07,68.18,123.65
5454,0,102.36,94.84,81.15,70.17,126.27
5455,0,102.49,94.74,81.18,71.31,126.68
5456,0,102.55,94.4,81.22,71.74,126.79
5457,0,102.59,93.46,81.26,72.43,127.61
5458,0,102.86,92.59,81.91,74.81,129.32
5459,0,103.06,91.68,82.42,75.51,130.56
5460,0,103.3,90.47,82.61,78.79,132.24
5461,1,103.3,89.91,82.7,80.09,132.73
5462,0,100,100,80,60,120
5463,0,100.89,99.19,80.08,62.36,121.5
5464,0,101.62,98.94,80.1,63.97,123.27
5465,0,101.63,97.41,80.49,64.17,123.72
5466,0,102.14,96.51,80.5,65.44,124.38
5467,0,102.17,96,80.94,67.35,128.55
5468,0,102.51,95.4,81.06,68.67,129.52
5469,0,102.68,93.89,81.27,69.78,129.96
5470,0,102.73,93,81.57,69.86,133.64
5471,0,102.93,92.8,81.59,70.59,135.89
5472,0,103.31,92.66,82.04,72.33,135.92
5473,0,103.47,92.65,82.74,72.35,136.59
5474,0,103.51,92.12,82.93,79.65,138.02
5475,0,103.75,91.6,82.94,81.12,139.34
5476,0,103.91,91.02,82.99,82.86,139.43
5477,0,104.69,90.68,83.26,85.12,140.67
5478,0,104.74,90.36,83.37,86.91,140.72
5479,1,104.79,88.69,83.42,87.01,141.09
5480,0,100,100,80,60,120
5481,0,100.36,99.34,80.01,60.39,120.6
5482,0,101.11,98.36,80.22,60.75,121.43
5483,0,101.65,97.73,80.49,61.74,121.56
5484,0,102,97.31,80.63,61.95,124.94
5485,0,103.88,96.99,80.75,65.97,126.12
5486,0,104.04,96.42,80.8,66.28,127.11
5487,0,104.18,95.89,80.9,68.64,127.25
5488,0,104.34,95.08,81.33,68.72,128.03
5489,1,104.82,94.92,81.47,69.31,128.54
5490,0,100,100,80,60,120
5491,0,100.02,97.95,80.34,60.38,120.57
5492,0,100.59,97.32,80.8,60.66,120.65
5493,0,100.75,96.54,81.02,61.12,120.65
5494,0,100.81,95.58,81.42,71.41,121.44
5495,0,101.55,94.78,81.43,72.29,122.46
5496,0,102.26,94.03,81.47,73.05,122.88
5497,0,102.48,93.86,82.07,76.47,123.3
5498,0,102.69,92.86,82.18,78.05,124.18
5499,0,102.77,92.15,82.62,78.18,124.72
5500,0,102.84,91.85,82.8,79.14,127.7
5501,0,102.84,90.25,82.98,79.58,129.86
5502,1,103.98,89.39,83.18,81.91,130.12
5503,0,100,100,80,60,120
5504,0,100.14,99.99,80.24,63.21,120.08
5505,0,100.21,99.57,80.54,63.38,121.92
5506,0,100.21,98.57,81,65.25,124.19
5507,0,100.6,96.66,81.31,65.39,125.13
5508,0,100.75,95.41,81.47,66.17,126.59
5509,0,101.04,94.35,82.41,66.17,127.63
5510,0,101.61,93.21,82.51,68.64,127.72
5511,0,101.94,91.97,83.18,70.22,128.36
5512,1,102.56,91.9,83.28,70.54,128.84
5513,0,100,100,80,60,120
5514,0,100.24,98.09,80.49,60.76,123.23
5515,0,100.58,97.14,80.9,66.13,123.61
5516,0,100.84,97.06,80.9,69.85,124.86
5517,0,101.79,96.79,81.37,70.34,127.31
5518,0,101.88,96.74,81.39,70.76,128.15
5519,0,102,96.42,81.59,70.77,128.24
5520,0,102.6,94.3,81.76,71.87,129.73
5521,0,102.79,92.88,81.92,72.91,131.03
5522,0,102.8,92.31,82.15,73.61,131.24
5523,0,103.5,91.33,82.26,74.44,132.51
5524,0,103.91,91.08,82.28,74.49,135.35
5525,0,103.93,90.22,82.28,75.35,135.89
5526,1,104.01,87.71,82.31,76.53,136.52
5527,0,100,100,80,60,120
5528,0,100.21,99.27,80.05,61.16,120.15
5529,0,100.41,98.66,80.19,61.23,120.94
5530,0,100.52,98.12,80.28,61.26,121.49
5531,0,100.61,97.95,80.38,63.72,121.64
5532,0,100.71,97.73,80.71,64.38,121.72
5533,0,101.04,96.94,80.74,65.96,122.19
5534,0,101.83,96.66,80.83,66.4,122.47
5535,0,102.59,95.74,80.91,66.55,123.83
5536,0,102.63,94.94,80.99,66.57,124.99
5537,0,102.69,94.83,81.03,67.15,126.83
5538,0,103,94.8,81.05,67.26,128.01
5539,0,103.16,93.96,81.07,73.9,129.14
5540,0,103.33,93.9,81.17,82.67,132.22
5541,0,103.37,93.84,81.47,83.43,133.79
5542,0,103.6,92.77,81.47,83.53,136.52
5543,0,104.04,91.45,81.72,88.08,136.95
5544,1,104.1,89.66,81.77,88.36,137.99
5545,0,100,100,80,60,120
5546,0,100.05,99.58,80.06,64.09,120.18
5547,0,101.14,98.87,80.37,65.87,120.59
5548,0,101.42,98.48,80.46,67.77,121.12
5549,0,101.69,95.95,80.48,68.14,121.32
5550,0,101.72,95.94,80.6,68.64,121.34
5551,0,101.86,95.29,80.71,69.95,124.55
5552,0,102.14,94.44,81.27,69.97,126.76
5553,0,102.16,94.14,81.9,71.65,128.14
5554,0,102.56,92.74,82.59,71.84,128.49
5555,0,103.3,92.47,82.88,72.49,128.98
5556,0,104.2,91.77,83.01,72.58,130.66
5557,0,104.49,91.53,83.65,76.97,133.95
5558,1,105.39,89.76,83.7,77.04,136.12
5559,0,100,100,80,60,120
5560,0,100.36,99.97,80.51,60.14,120.87
5561,0,100.36,98.31,80.83,60.19,122.4
5562,0,100.53,98.11,80.92,60.34,124.15
5563,0,101.39,97.37,81.08,61.62,124.71
5564,0,101.53,97.14,81.39,62.79,125.06
5565,0,101.75,93.72,81.46,67.19,125.26
5566,0,102.06,91.53,81.67,69.44,126.18
5567,0,102.62,90.77,81.74,70.85,126.51
5568,0,102.66,90.58,81.89,73.83,126.82
5569,0,102.75,90.04,81.98,73.92,127.96
5570,1,102.86,89.3,82.02,75.56,127.99
5571,0,100,100,80,60,120
5572,0,100.19,98.28,80.1,60.11,120.57
5573,0,100.25,98.02,80.13,60.77,121.04
5574,0,100.7,94.76,80.58,61.75,121.48
5575,0,101.22,94.32,80.92,66.18,121.86
5576,0,101.22,93.88,81.1,67.86,124.82
5577,0,101.67,92.94,81.22,68.51,125.48
5578,0,101.83,91.87,81.42,68.72,126.63
5579,0,102.04,91.44,81.43,71.1,128.55
5580,0,102.06,90.71,81.51,71.33,128.93
5581,1,102.32,89.62,81.76,73.63,130.74
5582,0,100,100,80,60,120
5583,0,100.73,97.22,80.07,60.52,123.16
5584,0,100.8,96.37,80.73,61.02,123.43
5585,0,101,96.37,81,61.71,124.29
5586,0,101.36,95.28,81.06,63.28,124.46
5587,0,101.46,94.28,81.39,66.11,124.92
5588,0,101.48,94.23,81.42,67.1,126.51
5589,0,101.52,93.73,81.43,69.66,129.07
5590,0,101.87,93.26,81.44,70.3,129.65
5591,0,103.26,92.5,81.95,71.49,130.2
5592,0,103.45,91.9,82.01,73.1,130.67
5593,0,103.55,91.87,82.13,73.37,132.15
5594,0,103.7,91.6,82.22,73.47,134.79
5595,0,103.85,90.31,82.36,75.26,135.34
5596,1,104.15,89.78,82.49,75.34,137.07
5597,0,100,100,80,60,120
5598,0,100.43,99.69,80.06,60.21,121.41
5599,0,100.54,98.14,80.26,60.45,121.72
5600,0,100.75,96.56,80.39,60.82,123.12
5601,0,101.34,96.25,80.84,61.69,123.15
5602,0,101.49,95.98,80.91,63.73,123.53
5603,0,101.52,95.47,81.18,66.27,125.97
5604,0,101.61,95.45,81.26,68.69,126.29
5605,0,101.7,95.2,82.1,72.46,127.54
5606,0,102.11,95.2,82.43,73.28,130.17
5607,0,102.66,95.2,82.54,75.59,132.49
5608,0,102.7,93.73,82.64,79.2,136.09
5609,0,103.57,93.18,82.93,79.32,137.37
5610,0,103.59,92.42,83.54,81.63,138.07
5611,0,104.29,91.15,83.77,82.7,138.63
5612,0,104.44,90.16,83.97,88.51,140.44
5613,1,104.65,87.59,84.15,88.99,140.67
5614,0,100,100,80,60,120
5615,0,101.74,99.59,80.08,61.89,121.05
5616,0,101.9,99.47,80.09,62.24,121.35
5617,0,102.75,99.4,80.19,62.34,122.27
5618,0,102.78,97.71,80.29,62.64,122.89
5619,0,102.99,97.37,80.37,63.02,123.76
5620,0,103.07,96.51,80.38,64.49,123.99
5621,0,103.25,95.87,80.42,73.63,124.18
5622,0,103.4,95.69,80.49,74.3,126
5623,0,103.83,94.82,80.5,76.67,126.07
5624,0,104.16,94.23,80.71,78.44,128.59
5625,0,104.51,91.9,80.97,84.81,128.95
5626,0,104.9,90.97,81.06,85.44,128.96
5627,0,105.98,90.86,81.37,85.78,129.11
5628,0,106.18,90.4,81.39,88.62,130.53
5629,1,106.47,89.09,81.41,88.72,131.24
5630,0,100,100,80,60,120
5631,0,100.19,99.23,80.1,60.15,121.66
5632,0,100.57,98.86,80.14,62.13,125.44
5633,0,100.8,97.49,80.4,65.93,125.46
5634,0,101.65,97.17,80.44,70.02,127.41
5635,1,102.26,96.43,81.16,71.32,127.7
5636,0,100,100,80,60,120
5637,0,100.26,97.22,80.08,62.69,120.3
5638,0,100.49,96.49,80.19,63.42,120.56
5639,0,101.17,95.21,80.65,63.44,122.72
5640,0,101.32,95.15,80.8,64.97,124.19
5641,0,102.39,93.98,81.23,66.89,126.43
5642,0,103.13,93.48,81.75,68.41,126.62
5643,0,103.23,92.89,81.79,70.14,129.18
5644,0,103.35,91.61,82.08,71.64,130.48
5645,0,103.47,91.46,82.26,73.15,131.11
5646,0,103.83,90.81,82.27,74.65,132.64
5647,1,104.18,88.03,82.36,76.43,133.39
5648,0,100,100,80,60,120
5649,0,102.06,99.54,80.1,61.8,121.66
5650,0,102.15,98.97,80.35,62.17,121.72
5651,0,102.92,98.89,80.44,62.97,122.62
5652,0,104.96,97.91,80.53,63,124.88
5653,0,105.95,97.42,80.54,63.64,127.18
5654,0,106.69,96.73,81.07,63.76,128.45
5655,0,107.08,94.7,81.22,66.91,128.75
5656,0,107.27,93.6,81.34,67.9,130.87
5657,0,107.65,92.64,81.7,68.5,131.29
5658,0,107.93,91.39,81.89,68.51,132.41
5659,0,108.21,91.29,82.56,68.54,132.81
5660,1,108.3,89.54,82.58,68.67,135.43
5661,0,100,100,80,60,120
5662,1,100.04,97.31,81.01,60.23,121.57
5663,0,100,100,80,60,120
5664,0,100.41,98.86,80.11,61.43,120.16
5665,0,100.47,98.35,80.22,62.55,120.27
5666,0,100.59,97.91,80.38,62.69,122.36
5667,0,100.79,97.89,80.75,65.38,122.61
5668,0,101.42,97.51,80.84,65.84,124.04
5669,0,101.92,95.9,80.86,65.97,124.45
5670,0,102.12,95.9,80.97,68.35,128.52
5671,0,102.47,95.46,81.38,68.87,129.95
5672,0,103.2,94.02,81.62,71.86,131.39
5673,0,103.38,92.28,82.02,71.96,132.91
5674,1,104.63,89.94,82.11,73.95,133.76
5675,0,100,100,80,60,120
5676,0,100.04,98.49,80.3,60.29,123.93
5677,0,100.48,98.29,80.6,62.93,125.27
5678,0,100.64,97.81,80.74,64.13,129.13
5679,0,101.06,97.1,80.85,65.67,132.37
5680,0,101.32,96.89,80.86,67.15,134.02
5681,0,101.37,94.67,81.03,71.63,136.17
5682,0,103.53,93.9,81.06,71.88,139.87
5683,0,104.31,93.73,81.5,72.97,140.97
5684,0,104.68,93.48,81.7,73.89,142.52
5685,0,104.73,93.04,81.87,76.33,145.66
5686,0,105.01,92.22,81.98,78.08,145.86
5687,0,105.58,91.46,82.28,79.04,147.5
5688,0,105.99,91.09,82.68,79.77,149.43
5689,0,106.06,90.91,82.78,82,149.94
5690,0,106.45,90.7,83.02,82.42,151.97
5691,1,107.25,89.29,83.52,83.36,153.43
5692,0,100,100,80,60,120
5693,0,100.77,99.76,80,60.66,120.89
5694,0,101.67,99.53,80.05,62.59,121.4
5695,0,101.74,99.28,80.19,62.76,123.11
5696,0,102.27,99.07,80.53,63.72,123.19
5697,0,102.52,97.72,80.99,65.37,123.42
5698,0,102.7,97.22,81.55,66.4,124.52
5699,0,103.11,96.3,81.77,66.92,125.18
5700,0,103.71,96.06,81.78,67.86,126.33
5701,0,104.33,95.15,82.56,68.35,128.81
5702,0,104.87,92.12,82.58,69.44,132.65
5703,0,105.82,91.63,82.6,69.51,135.39
5704,0,105.96,91.48,82.67,70.43,136.03
5705,0,106.63,91.21,82.9,70.82,136.34
5706,0,107.23,90.69,82.98,71.24,136.54
5707,1,107.4,89.97,83.48,74.3,137.11
5708,0,100,100,80,60,120
5709,0,100.11,98.87,80.01,61.63,121.95
5710,0,100.81,98.87,80.06,63.28,123.03
5711,0,101.17,97.47,80.64,64.2,123.92
5712,0,101.37,96.72,80.74,64.62,125.76
5713,0,101.52,96.37,80.77,65.76,127.13
5714,0,101.85,95.22,80.84,67.15,127.88
5715,0,102.4,94.93,80.87,68.5,128.34
5716,0,102.72,93.95,80.89,68.55,130.45
5717,0,102.77,93.7,81.12,69.48,130.54
5718,0,103.05,92.3,81.14,69.7,132.78
5719,0,103.53,91.79,81.6,69.86,133.13
5720,1,103.64,86.3,81.71,71.34,133.53
5721,0,100,100,80,60,120
5722,0,100,99.74,80.47,62.39,120.99
5723,0,100.31,98.77,80.48,62.42,122.21
5724,0,100.49,98.32,80.82,63.1,123.73
5725,0,102.21,98.1,80.89,64.49,126.8
5726,0,102.53,97.96,81.11,64.63,128.12
5727,0,102.71,97.45,81.49,66.2,131.74
5728,0,103.11,97.4,81.9,66.26,134.76
5729,0,104.2,96.91,82.14,66.6,136.2
5730,0,104.42,96.75,82.33,68.9,136.22
5731,0,104.99,96.22,82.44,69.75,136.7
5732,0,105.06,95.81,82.46,69.9,137.44
